Amil_Amillepora23428-RA	XP_029191461.2	XM_029335628.2	ADP-ribosylation_factor_GTPase-activating_protein_1-like
Amil_Amillepora23430-RA	XP_029191416.2	XM_029335583.2	focal_adhesion_kinase_1-like_isoform_X1
Amil_Amillepora23431-RA	XP_029191479.2	XM_029335646.2	serine/threonine-protein_phosphatase_6_regulatory_ankyrin_repeat_subunit_B-like_isoform_X1
Amil_Amillepora23435-RA	XP_029191488.1	XM_029335655.2	40S_ribosomal_protein_S7-like
Amil_Amillepora23436-RA	XP_029191487.1	XM_029335654.2	ras-related_protein_Rab-23-like
Amil_Amillepora23437-RA	XP_029191493.2	XM_029335660.2	uncharacterized_skeletal_organic_matrix_protein_5-like
Amil_Amillepora23438-RA	XP_029191496.2	XM_029335663.2	uncharacterized_protein_LOC114958034
Amil_Amillepora23439-RA	XP_029191435.2	XM_029335602.2	uncharacterized_protein_LOC114957994
Amil_Amillepora23440-RA	XP_029191438.1	XM_029335605.2	uncharacterized_protein_LOC114957996
Amil_Amillepora23441-RA	XP_029191446.2	XM_029335613.2	uncharacterized_protein_LOC114958002
Amil_Amillepora23442-RA	XP_029191439.2	XM_029335606.2	uncharacterized_protein_LOC114957997
Amil_Amillepora23443-RA	XP_029191440.2	XM_029335607.2	myosin-9-like
Amil_Amillepora23444-RA	XP_029191443.2	XM_029335610.2	LOW_QUALITY_PROTEIN_ribonucleases_P/MRP_protein_subunit_POP1-like
Amil_Amillepora23448-RA	XP_044174213.1	XM_044318278.1	protein_DEK-like
Amil_Amillepora23450-RA	XP_029191467.1	XM_029335634.2	E3_ubiquitin-protein_ligase_RNF144A-like
Amil_Amillepora23451-RA	XP_029191418.2	XM_029335585.2	trifunctional_enzyme_subunit_alpha,_mitochondrial-like
Amil_Amillepora23454-RA	XP_044180488.1	XM_044324553.1	protein_ANTAGONIST_OF_LIKE_HETEROCHROMATIN_PROTEIN_1-like
Amil_Amillepora23462-RA	XP_044180493.1	XM_044324558.1	nucleoporin_GLE1-like
Amil_Amillepora23464-RA	XP_044167943.1	XM_044312008.1	uncharacterized_protein_LOC122951968
Amil_Amillepora23466-RA	XP_044182602.1	XM_044326667.1	uncharacterized_protein_F23F12.8-like
Amil_Amillepora23472-RA	XP_044180653.1	XM_044324718.1	pseudouridylate_synthase_7_homolog-like_protein_isoform_X1
Amil_Amillepora23473-RA	XP_044180657.1	XM_044324722.1	uncharacterized_protein_LOC114969902
Amil_Amillepora23474-RA	XP_029206077.2	XM_029350244.2	C2_domain-containing_protein_2-like_isoform_X1
Amil_Amillepora23476-RA	XP_029206125.2	XM_029350292.2	tethering_factor_for_nuclear_proteasome_cut8-like
Amil_Amillepora23478-RA	XP_044180212.1	XM_044324277.1	coiled-coil_domain-containing_protein_191-like
Amil_Amillepora23482-RA	XP_029206097.2	XM_029350264.2	LOW_QUALITY_PROTEIN_dynein_axonemal_heavy_chain_8-like
Amil_Amillepora23483-RA	XP_029206074.2	XM_029350241.2	UDP-N-acetylglucosamine--dolichyl-phosphate_N-acetylglucosaminephosphotransferase-like
Amil_Amillepora23484-RA	XP_029206073.2	XM_029350240.2	serine/threonine-protein_kinase_Chk1-like
Amil_Amillepora23487-RA	XP_044180497.1	XM_044324562.1	uncharacterized_protein_LOC122961753
Amil_Amillepora23488-RA	XP_044180118.1	XM_044324183.1	uncharacterized_protein_LOC122961552
Amil_Amillepora23491-RA	XP_029206098.2	XM_029350265.2	zinc_finger_protein_16-like
Amil_Amillepora23492-RA	XP_029206115.2	XM_029350282.2	metal_cation_symporter_ZIP14-like
Amil_Amillepora23493-RA	XP_029206114.2	XM_029350281.2	uncharacterized_protein_LOC114969913
Amil_Amillepora23496-RA	XP_029206099.2	XM_029350266.2	endothelin-converting_enzyme_homolog_isoform_X1
Amil_Amillepora23497-RA	XP_029206083.2	XM_029350250.2	out_at_first_protein-like
Amil_Amillepora23501-RA	XP_044180359.1	XM_044324424.1	uncharacterized_protein_LOC122961653
Amil_Amillepora23504-RA	XP_044180371.1	XM_044324436.1	uncharacterized_protein_LOC114949934_isoform_X1
Amil_Amillepora23507-RA	XP_044180363.1	XM_044324428.1	uncharacterized_protein_LOC114947809
Amil_Amillepora23509-RA	XP_029180240.2	XM_029324407.2	uncharacterized_protein_LOC114947806
Amil_Amillepora23511-RA	XP_044180364.1	XM_044324429.1	uncharacterized_protein_LOC114947808
Amil_Amillepora23512-RA	XP_044180376.1	XM_044324441.1	uncharacterized_protein_LOC114949933
Amil_Amillepora23516-RA	XP_044180361.1	XM_044324426.1	uncharacterized_protein_LOC114949822
Amil_Amillepora23517-RA	XP_044180366.1	XM_044324431.1	uncharacterized_protein_LOC122961663
Amil_Amillepora23519-RA	XP_044180368.1	XM_044324433.1	uncharacterized_protein_LOC114947805
Amil_Amillepora23522-RA	XP_029180245.2	XM_029324412.2	homeobox_protein_PKNOX1-like
Amil_Amillepora23524-RA	XP_029180248.2	XM_029324415.2	ATP-binding_cassette_sub-family_G_member_4-like
Amil_Amillepora23527-RA	XP_044180345.1	XM_044324410.1	uncharacterized_protein_LOC114947818_isoform_X1
Amil_Amillepora23529-RA	XP_044180500.1	XM_044324565.1	uncharacterized_protein_LOC122961756
Amil_Amillepora23530-RA	XP_044180796.1	XM_044324861.1	uncharacterized_protein_LOC122947346
Amil_Amillepora23538-RA	XP_044180798.1	XM_044324863.1	uncharacterized_protein_LOC114951539
Amil_Amillepora23540-RA	XP_044180406.1	XM_044324471.1	uncharacterized_protein_LOC114951463_isoform_X1
Amil_Amillepora23541-RA	XP_029183503.2	XM_029327670.2	alpha-(1,3)-fucosyltransferase_11-like
Amil_Amillepora23542-RA	XP_029184328.2	XM_029328495.2	aklanonic_acid_methyltransferase_DauC-like
Amil_Amillepora23543-RA	XP_029182451.2	XM_029326618.2	aklanonic_acid_methyltransferase_DauC-like
Amil_Amillepora23545-RA	XP_029184030.2	XM_029328197.2	ubiquinone/menaquinone_biosynthesis_C-methyltransferase_UbiE-like
Amil_Amillepora23546-RA	XP_029184050.2	XM_029328217.2	ZP_domain-containing_protein-like_isoform_X1
Amil_Amillepora23547-RA	XP_029184064.2	XM_029328231.2	uncharacterized_protein_LOC114952207
Amil_Amillepora23548-RA	XP_029184059.2	XM_029328226.2	uncharacterized_protein_LOC114952198
Amil_Amillepora23551-RA	XP_029183983.2	XM_029328150.2	ZP_domain-containing_protein-like
Amil_Amillepora23552-RA	XP_029183973.2	XM_029328140.2	succinate--CoA_ligase_[ADP-forming]_subunit_beta,_mitochondrial-like
Amil_Amillepora23554-RA	XP_044180697.1	XM_044324762.1	hemicentin-1-like_isoform_X1
Amil_Amillepora23558-RA	XP_044180702.1	XM_044324767.1	uncharacterized_protein_LOC114969230_isoform_X1
Amil_Amillepora23569-RA	XP_044180716.1	XM_044324781.1	uncharacterized_protein_LOC114952047_isoform_X1
Amil_Amillepora23575-RA	XP_044180723.1	XM_044324788.1	LOW_QUALITY_PROTEIN_fibroblast_growth_factor_receptor_2-like
Amil_Amillepora23576-RA	XP_044180705.1	XM_044324770.1	uncharacterized_protein_LOC122961911
Amil_Amillepora23583-RA	XP_044180730.1	XM_044324795.1	fibroblast_growth_factor_receptor_3-like
Amil_Amillepora23585-RA	XP_044180706.1	XM_044324771.1	fibroblast_growth_factor_receptor_3-like
Amil_Amillepora23594-RA	XP_044179923.1	XM_044323988.1	intercellular_adhesion_molecule_5-like
Amil_Amillepora23596-RA	XP_044179916.1	XM_044323981.1	fibroblast_growth_factor_receptor_3-like_isoform_X1
Amil_Amillepora23597-RA	XP_044179921.1	XM_044323986.1	protein_CEPU-1-like_isoform_X1
Amil_Amillepora23599-RA	XP_044179918.1	XM_044323983.1	proto-oncogene_tyrosine-protein_kinase_receptor_Ret-like_isoform_X1
Amil_Amillepora23605-RA	XP_044179920.1	XM_044323985.1	limbic_system-associated_membrane_protein-like
Amil_Amillepora23612-RA	XP_044179473.1	XM_044323538.1	uncharacterized_protein_LOC122960956
Amil_Amillepora23617-RA	XP_044180514.1	XM_044324579.1	uncharacterized_protein_LOC122961766
Amil_Amillepora23625-RA	XP_044180378.1	XM_044324443.1	uncharacterized_protein_LOC114973955
Amil_Amillepora23633-RA	XP_044177173.1	XM_044321238.1	uncharacterized_protein_LOC122959731
Amil_Amillepora23634-RA	XP_044180519.1	XM_044324584.1	uncharacterized_protein_LOC114952017
Amil_Amillepora23635-RA	XP_044180520.1	XM_044324585.1	neurotrimin-like
Amil_Amillepora23643-RA	XP_029207852.2	XM_029352019.2	hemicentin-2-like
Amil_Amillepora23653-RA	XP_044180167.1	XM_044324232.1	leucine-rich_repeats_and_immunoglobulin-like_domains_protein_2_isoform_X1
Amil_Amillepora23657-RA	XP_044180169.1	XM_044324234.1	uncharacterized_protein_LOC122961579
Amil_Amillepora23658-RA	XP_044180159.1	XM_044324224.1	fibroblast_growth_factor_receptor_1-A-like
Amil_Amillepora23669-RA	XP_044179924.1	XM_044323989.1	fibroblast_growth_factor_receptor_1-like
Amil_Amillepora23672-RA	XP_029197972.2	XM_029342139.2	uncharacterized_protein_LOC114963020_isoform_X1
Amil_Amillepora23673-RA	XP_044180541.1	XM_044324606.1	myosin-VIIa-like
Amil_Amillepora23674-RA	XP_029197955.2	XM_029342122.2	unconventional_myosin-VIIa-like
Amil_Amillepora23675-RA	XP_029197954.1	XM_029342121.2	vascular_endothelial_growth_factor_receptor_2-like
Amil_Amillepora23676-RA	XP_029197995.1	XM_029342162.2	eukaryotic_translation_initiation_factor_4E_type_2-like
Amil_Amillepora23679-RA	XP_029197946.2	XM_029342113.2	uncharacterized_protein_LOC114963001_isoform_X1
Amil_Amillepora23681-RA	XP_029197953.2	XM_029342120.2	negative_elongation_factor_A-like
Amil_Amillepora23690-RA	XP_029197976.1	XM_029342143.2	box_C/D_snoRNA_protein_1-like_isoform_X1
Amil_Amillepora23693-RA	XP_029197968.1	XM_029342135.2	cysteine-rich_motor_neuron_1_protein-like
Amil_Amillepora23694-RA	XP_029197965.2	XM_029342132.2	histone_acetyltransferase_KAT7-like_isoform_X1
Amil_Amillepora23695-RA	XP_029198013.2	XM_029342180.2	LOW_QUALITY_PROTEIN_nuclear_factor_related_to_kappa-B-binding_protein-like
Amil_Amillepora23696-RA	XP_029198011.2	XM_029342178.2	anion_exchange_protein_3-like
Amil_Amillepora23697-RA	XP_029198016.2	XM_029342183.2	conserved_oligomeric_Golgi_complex_subunit_8-like
Amil_Amillepora23698-RA	XP_029198017.2	XM_029342184.2	mitochondrial_fission_1_protein-like
Amil_Amillepora23700-RA	XP_029198004.2	XM_029342171.2	uncharacterized_protein_LOC114963046
Amil_Amillepora23701-RA	XP_029197997.2	XM_029342164.2	pleckstrin_homology-like_domain_family_B_member_1_isoform_X1
Amil_Amillepora23702-RA	XP_029198018.2	XM_029342185.2	A_disintegrin_and_metalloproteinase_with_thrombospondin_motifs_6-like
Amil_Amillepora23705-RA	XP_029197960.1	XM_029342127.2	DNA-directed_RNA_polymerases_I,_II,_and_III_subunit_RPABC3
Amil_Amillepora23706-RA	XP_029197956.2	XM_029342123.2	ribosome_biogenesis_protein_BMS1_homolog_isoform_X1
Amil_Amillepora23707-RA	XP_029197962.2	XM_029342129.2	uncharacterized_protein_LOC114963013_isoform_X1
Amil_Amillepora23708-RA	XP_029197961.2	XM_029342128.2	arylsulfatase_B-like
Amil_Amillepora23711-RA	XP_029197945.2	XM_029342112.2	intraflagellar_transport_protein_80_homolog
Amil_Amillepora23712-RA	XP_029197943.1	XM_029342110.2	synaptic_functional_regulator_FMR1-like_isoform_X1
Amil_Amillepora23713-RA	XP_029197993.2	XM_029342160.2	uncharacterized_protein_LOC114963039
Amil_Amillepora23714-RA	XP_029197991.2	XM_029342158.2	balbiani_ring_protein_3-like
Amil_Amillepora23717-RA	XP_044180190.1	XM_044324255.1	hemicentin-1-like_isoform_X1
Amil_Amillepora23726-RA	XP_029201849.2	XM_029346016.2	fibroblast_growth_factor_receptor_2-like_isoform_X1
Amil_Amillepora23728-RA	XP_044180210.1	XM_044324275.1	LOW_QUALITY_PROTEIN_hemicentin-1-like
Amil_Amillepora23733-RA	XP_044180199.1	XM_044324264.1	uncharacterized_protein_LOC114968073
Amil_Amillepora23738-RA	XP_044180522.1	XM_044324587.1	hemicentin-1-like
Amil_Amillepora23739-RA	XP_044180198.1	XM_044324263.1	fibroblast_growth_factor_receptor_3-like
Amil_Amillepora23743-RA	XP_044180205.1	XM_044324270.1	uncharacterized_protein_LOC122961586
Amil_Amillepora23753-RA	XP_029184134.2	XM_029328301.2	uncharacterized_protein_LOC114952296
Amil_Amillepora23757-RA	XP_044180432.1	XM_044324497.1	TNF_receptor-associated_factor_5-like
Amil_Amillepora23758-RA	XP_044180433.1	XM_044324498.1	uncharacterized_protein_LOC122961697
Amil_Amillepora23761-RA	XP_029181403.2	XM_029325570.2	uncharacterized_protein_LOC114949130
Amil_Amillepora23762-RA	XP_044180525.1	XM_044324590.1	uncharacterized_protein_LOC122961776
Amil_Amillepora23764-RA	XP_044180413.1	XM_044324478.1	uncharacterized_protein_LOC114950378
Amil_Amillepora23765-RA	XP_044180255.1	XM_044324320.1	uncharacterized_protein_LOC122961606
Amil_Amillepora23777-RA	XP_044180468.1	XM_044324533.1	uncharacterized_protein_LOC114963149
Amil_Amillepora23782-RA	XP_044180531.1	XM_044324596.1	uncharacterized_protein_LOC122961786
Amil_Amillepora23783-RA	XP_044180533.1	XM_044324598.1	uncharacterized_protein_LOC122961788
Amil_Amillepora23788-RA	XP_029179256.2	XM_029323423.2	uncharacterized_protein_LOC114946774
Amil_Amillepora23797-RA	XP_044180540.1	XM_044324605.1	uncharacterized_protein_LOC122961795
Amil_Amillepora23807-RA	XP_044164306.1	XM_044308371.1	uncharacterized_protein_LOC122948455
Amil_Amillepora23810-RA	XP_044165141.1	XM_044309206.1	uncharacterized_protein_LOC122949029
Amil_Amillepora23811-RA	XP_044180544.1	XM_044324609.1	uncharacterized_protein_LOC114964472
Amil_Amillepora23821-RA	XP_044180909.1	XM_044324974.1	uncharacterized_protein_LOC114950065
Amil_Amillepora23822-RA	XP_044180585.1	XM_044324650.1	uncharacterized_skeletal_organic_matrix_protein_7-like
Amil_Amillepora23837-RA	XP_044180551.1	XM_044324616.1	uncharacterized_protein_LOC122961810
Amil_Amillepora23844-RA	XP_044167883.1	XM_044311948.1	uncharacterized_protein_LOC122951906
Amil_Amillepora23848-RA	XP_044180564.1	XM_044324629.1	uncharacterized_protein_LOC122961819
Amil_Amillepora23850-RA	XP_044170296.1	XM_044314361.1	uncharacterized_protein_LOC122954348
Amil_Amillepora23872-RA	XP_029180972.2	XM_029325139.2	G-protein_coupled_receptor_157-like_isoform_X1
Amil_Amillepora23874-RA	XP_044180344.1	XM_044324409.1	G-protein_coupled_receptor_157-like
Amil_Amillepora23877-RA	XP_044180309.1	XM_044324374.1	uncharacterized_protein_LOC122961632
Amil_Amillepora23886-RA	XP_029183138.1	XM_029327305.2	G2/M_phase-specific_E3_ubiquitin-protein_ligase-like
Amil_Amillepora23887-RA	XP_044180692.1	XM_044324757.1	uncharacterized_protein_LOC114951091
Amil_Amillepora23888-RA	XP_044183311.1	XM_044327376.1	LOW_QUALITY_PROTEIN_uncharacterized_protein_LOC122947409
Amil_Amillepora23890-RA	XP_044172820.1	XM_044316885.1	P2X_purinoceptor_7-like
Amil_Amillepora23891-RA	XP_044183911.1	XM_044327976.1	uncharacterized_protein_LOC114968874_isoform_X1
Amil_Amillepora23893-RA	XP_029206948.2	XM_029351115.2	uncharacterized_protein_LOC114970629
Amil_Amillepora23897-RA	XP_044180026.1	XM_044324091.1	uncharacterized_protein_LOC114974935
Amil_Amillepora23898-RA	XP_029206449.2	XM_029350616.2	uncharacterized_protein_LOC114970214
Amil_Amillepora23903-RA	XP_044170330.1	XM_044314395.1	uncharacterized_protein_LOC122947066
Amil_Amillepora23904-RA	XP_044180027.1	XM_044324092.1	protein_ALP1-like
Amil_Amillepora23905-RA	XP_044180028.1	XM_044324093.1	uncharacterized_protein_LOC114972844
Amil_Amillepora23911-RA	XP_044180440.1	XM_044324505.1	DNA_ligase_1-like
Amil_Amillepora23925-RA	XP_029180234.2	XM_029324401.2	uncharacterized_protein_LOC114947794
Amil_Amillepora23926-RA	XP_044180786.1	XM_044324851.1	uncharacterized_protein_LOC122961966
Amil_Amillepora23939-RA	XP_029198167.2	XM_029342334.2	treslin-like
Amil_Amillepora23947-RA	XP_044180660.1	XM_044324725.1	uncharacterized_protein_LOC122961885
Amil_Amillepora23950-RA	XP_044180044.1	XM_044324109.1	protein_NLRC3-like
Amil_Amillepora23954-RA	XP_044180443.1	XM_044324508.1	cilia-_and_flagella-associated_protein_91-like_isoform_X1
Amil_Amillepora23956-RA	XP_029198140.2	XM_029342307.2	beta-galactosidase-1-like_protein_2
Amil_Amillepora23961-RA	XP_029198135.2	XM_029342302.2	uncharacterized_protein_LOC114963160
Amil_Amillepora23966-RA	XP_044180045.1	XM_044324110.1	uncharacterized_protein_LOC122961494
Amil_Amillepora23970-RA	XP_044180732.1	XM_044324797.1	uncharacterized_protein_LOC122961924
Amil_Amillepora23979-RA	XP_044180179.1	XM_044324244.1	tyrosinase-like
Amil_Amillepora23985-RA	XP_044180050.1	XM_044324115.1	putative_nuclease_HARBI1
Amil_Amillepora23986-RA	XP_044180596.1	XM_044324661.1	uncharacterized_protein_LOC114950448
Amil_Amillepora23992-RA	XP_044180053.1	XM_044324118.1	uncharacterized_protein_LOC122961504
Amil_Amillepora23994-RA	XP_044180135.1	XM_044324200.1	uncharacterized_protein_LOC122961566
Amil_Amillepora24007-RA	XP_044180349.1	XM_044324414.1	low-density_lipoprotein_receptor-related_protein_4-like_isoform_X1
Amil_Amillepora24013-RA	XP_044165668.1	XM_044309733.1	LOW_QUALITY_PROTEIN_sushi,_von_Willebrand_factor_type_A,_EGF_and_pentraxin_domain-containing_protein_1-like
Amil_Amillepora24018-RA	XP_044165415.1	XM_044309480.1	ATP-dependent_DNA_helicase_RecQ-like
Amil_Amillepora24023-RA	XP_044180357.1	XM_044324422.1	fibroblast_growth_factor_receptor_2-like
Amil_Amillepora24025-RA	XP_044180491.1	XM_044324556.1	limbic_system-associated_membrane_protein-like
Amil_Amillepora24033-RA	XP_044180578.1	XM_044324643.1	uncharacterized_protein_LOC122961831
Amil_Amillepora24034-RA	XP_044184128.1	XM_044328193.1	Bloom_syndrome_protein_homolog
Amil_Amillepora24035-RA	XP_029209536.2	XM_029353703.2	tyrosine-protein_kinase_SRK3-like_isoform_X2
Amil_Amillepora24045-RA	XP_029180836.2	XM_029325003.2	FUN14_domain-containing_protein_1A-like
Amil_Amillepora24049-RA	XP_029180837.2	XM_029325004.2	LOW_QUALITY_PROTEIN_filamin-A-like
Amil_Amillepora24051-RA	XP_044180689.1	XM_044324754.1	uncharacterized_protein_LOC122961902
Amil_Amillepora24054-RA	XP_044180473.1	XM_044324538.1	uncharacterized_protein_LOC122961737
Amil_Amillepora24057-RA	XP_029207731.1	XM_029351898.2	mitogen-activated_protein_kinase_kinase_kinase_kinase_4-like
Amil_Amillepora24063-RA	XP_044180404.1	XM_044324469.1	uncharacterized_protein_LOC122961675
Amil_Amillepora24064-RA	XP_044180405.1	XM_044324470.1	uncharacterized_protein_LOC122961676
Amil_Amillepora24065-RA	XP_044180401.1	XM_044324466.1	uncharacterized_protein_LOC114971367
Amil_Amillepora24069-RA	XP_044180061.1	XM_044324126.1	uncharacterized_protein_LOC122961514
Amil_Amillepora24073-RA	XP_029207752.2	XM_029351919.2	uncharacterized_protein_LOC114971375
Amil_Amillepora24075-RA	XP_044180063.1	XM_044324128.1	uncharacterized_protein_LOC122961516
Amil_Amillepora24079-RA	XP_029207742.2	XM_029351909.2	26S_proteasome_non-ATPase_regulatory_subunit_9-like
Amil_Amillepora24090-RA	XP_029210389.2	XM_029354556.2	von_Willebrand_factor_A_domain-containing_protein_5A-like
Amil_Amillepora24091-RA	XP_029207371.2	XM_029351538.2	splicing_regulator_RBM11-like
Amil_Amillepora24092-RA	XP_029207348.2	XM_029351515.2	uncharacterized_protein_LOC114971015
Amil_Amillepora24093-RA	XP_044180430.1	XM_044324495.1	uncharacterized_protein_LOC114971018
Amil_Amillepora24095-RA	XP_029207350.2	XM_029351517.2	uncharacterized_protein_LOC114971017_isoform_X1
Amil_Amillepora24096-RA	XP_044180278.1	XM_044324343.1	LOW_QUALITY_PROTEIN_uncharacterized_protein_LOC114971025
Amil_Amillepora24109-RA	XP_029213933.2	XM_029358100.2	E3_ubiquitin-protein_ligase_rnf168-like
Amil_Amillepora24110-RA	XP_044180143.1	XM_044324208.1	uncharacterized_protein_LOC122961569
Amil_Amillepora24111-RA	XP_029213929.2	XM_029358096.2	glypican-4-like
Amil_Amillepora24112-RA	XP_029213928.2	XM_029358095.2	glypican-4-like_isoform_X2
Amil_Amillepora24114-RA	XP_044180311.1	XM_044324376.1	uncharacterized_protein_LOC114975140_isoform_X1
Amil_Amillepora24122-RA	XP_044180325.1	XM_044324390.1	uncharacterized_protein_LOC122961639
Amil_Amillepora24123-RA	XP_044180321.1	XM_044324386.1	uncharacterized_protein_LOC114977403
Amil_Amillepora24128-RA	XP_029181931.2	XM_029326098.2	uncharacterized_protein_LOC114949767
Amil_Amillepora24133-RA	XP_044180320.1	XM_044324385.1	uncharacterized_protein_LOC114970234
Amil_Amillepora24135-RA	XP_029207714.2	XM_029351881.2	5-hydroxytryptamine_receptor_1A-like
Amil_Amillepora24137-RA	XP_029207717.2	XM_029351884.2	angiomotin-like
Amil_Amillepora24141-RA	XP_044180675.1	XM_044324740.1	alpha-1,3-mannosyl-glycoprotein_4-beta-N-acetylglucosaminyltransferase_C-like
Amil_Amillepora24142-RA	XP_044180676.1	XM_044324741.1	alpha-1,3-mannosyl-glycoprotein_4-beta-N-acetylglucosaminyltransferase_C-like
Amil_Amillepora24143-RA	XP_029207718.2	XM_029351885.2	alpha-1,3-mannosyl-glycoprotein_4-beta-N-acetylglucosaminyltransferase_C-like
Amil_Amillepora24147-RA	XP_029207726.2	XM_029351893.2	uncharacterized_protein_LOC114971353_isoform_X1
Amil_Amillepora24154-RA	XP_029207713.2	XM_029351880.2	potassium_channel_subfamily_K_member_15-like
Amil_Amillepora24162-RA	XP_044180412.1	XM_044324477.1	uncharacterized_protein_LOC114974846
Amil_Amillepora24163-RA	XP_044180347.1	XM_044324412.1	LOW_QUALITY_PROTEIN_uncharacterized_protein_LOC114969200
Amil_Amillepora24167-RA	XP_044180127.1	XM_044324192.1	flocculation_protein_FLO11-like
Amil_Amillepora24174-RA	XP_029206684.2	XM_029350851.2	uncharacterized_protein_LOC114970414_isoform_X1
Amil_Amillepora24175-RA	XP_044180074.1	XM_044324139.1	uncharacterized_protein_LOC122961526
Amil_Amillepora24176-RA	XP_029206694.2	XM_029350861.2	cationic_amino_acid_transporter_2-like_isoform_X1
Amil_Amillepora24179-RA	XP_029206692.2	XM_029350859.2	cationic_amino_acid_transporter_2-like
Amil_Amillepora24187-RA	XP_029201824.2	XM_029345991.2	protein_ALP1-like
Amil_Amillepora24190-RA	XP_044179033.1	XM_044323098.1	N-lysine_methyltransferase_KMT5A-A-like
Amil_Amillepora24194-RA	XP_044180753.1	XM_044324818.1	uncharacterized_protein_LOC122961936
Amil_Amillepora24195-RA	XP_044168181.1	XM_044312246.1	uncharacterized_protein_LOC114971002
Amil_Amillepora24203-RA	XP_044179998.1	XM_044324063.1	uncharacterized_protein_LOC122961451
Amil_Amillepora24204-RA	XP_044180076.1	XM_044324141.1	uncharacterized_protein_LOC122961528
Amil_Amillepora24206-RA	XP_044180003.1	XM_044324068.1	uncharacterized_protein_LOC114974577
Amil_Amillepora24216-RA	XP_044180611.1	XM_044324676.1	glutathione_reductase,_mitochondrial-like
Amil_Amillepora24217-RA	XP_029214172.2	XM_029358339.2	ubiquitin-associated_domain-containing_protein_2-like_isoform_X1
Amil_Amillepora24220-RA	XP_029214159.2	XM_029358326.2	cytoplasmic_protein_NCK1-like
Amil_Amillepora24221-RA	XP_029214174.1	XM_029358341.2	homeobox_protein_HMX2-like
Amil_Amillepora24222-RA	XP_029214154.2	XM_029358321.2	homeobox_protein_GBX-2-like
Amil_Amillepora24223-RA	XP_029214155.1	XM_029358322.2	homeobox_protein_GBX-2-like
Amil_Amillepora24224-RA	XP_029214156.1	XM_029358323.2	homeobox_protein_vent1-like
Amil_Amillepora24227-RA	XP_029214129.2	XM_029358296.2	metabotropic_glutamate_receptor_3-like
Amil_Amillepora24229-RA	XP_029214141.2	XM_029358308.2	metabotropic_glutamate_receptor_3-like
Amil_Amillepora24230-RA	XP_029214168.2	XM_029358335.2	uncharacterized_protein_LOC114977567
Amil_Amillepora24231-RA	XP_029214169.2	XM_029358336.2	50S_ribosomal_protein_L17-like
Amil_Amillepora24235-RA	XP_029214171.2	XM_029358338.2	zinc_finger_protein_480-like
Amil_Amillepora24242-RA	XP_044180302.1	XM_044324367.1	uncharacterized_protein_LOC114977559
Amil_Amillepora24259-RA	XP_044180602.1	XM_044324667.1	uncharacterized_protein_LOC122961851
Amil_Amillepora24263-RA	XP_029186827.2	XM_029330994.2	uncharacterized_protein_LOC114954424_isoform_X1
Amil_Amillepora24264-RA	XP_029186835.1	XM_029331002.2	zinc_finger_HIT_domain-containing_protein_1-like
Amil_Amillepora24265-RA	XP_029186832.1	XM_029330999.2	putative_lipoyltransferase_2,_mitochondrial
Amil_Amillepora24269-RA	XP_044179950.1	XM_044324015.1	uncharacterized_protein_LOC114954376
Amil_Amillepora24270-RA	XP_029186758.2	XM_029330925.2	uncharacterized_protein_LOC114954380
Amil_Amillepora24274-RA	XP_029186805.1	XM_029330972.2	ras-related_protein_Rap-2c-like
Amil_Amillepora24275-RA	XP_029186801.2	XM_029330968.2	LOW_QUALITY_PROTEIN_protoporphyrinogen_oxidase-like
Amil_Amillepora24282-RA	XP_044180456.1	XM_044324521.1	uncharacterized_protein_LOC122961720
Amil_Amillepora24283-RA	XP_044180454.1	XM_044324519.1	uncharacterized_protein_LOC114954451_isoform_X1
Amil_Amillepora24284-RA	XP_044180670.1	XM_044324735.1	uncharacterized_protein_LOC114954452
Amil_Amillepora24286-RA	XP_029186885.2	XM_029331052.2	uncharacterized_protein_LOC114954464
Amil_Amillepora24291-RA	XP_029186797.2	XM_029330964.2	GTPase-activating_protein-like
Amil_Amillepora24297-RA	XP_029186836.2	XM_029331003.2	TNF_receptor-associated_factor_3-like
Amil_Amillepora24300-RA	XP_044180082.1	XM_044324147.1	LOW_QUALITY_PROTEIN_uncharacterized_protein_LOC114954371
Amil_Amillepora24306-RA	XP_029186810.2	XM_029330977.2	leucine-rich_repeat_and_calponin_homology_domain-containing_protein_1-like_isoform_X1
Amil_Amillepora24308-RA	XP_029186878.2	XM_029331045.2	peroxynitrite_isomerase_THAP4-like
Amil_Amillepora24311-RA	XP_029186815.2	XM_029330982.2	cell_division_cycle_protein_20_homolog
Amil_Amillepora24314-RA	XP_029186821.2	XM_029330988.2	protein_Flattop_homolog
Amil_Amillepora24317-RA	XP_029186788.1	XM_029330955.2	gamma-secretase_subunit_PEN-2-like
Amil_Amillepora24319-RA	XP_029186785.2	XM_029330952.2	cyclic_AMP_receptor-like_protein_A
Amil_Amillepora24324-RA	XP_029186838.2	XM_029331005.2	LOW_QUALITY_PROTEIN_rho_guanine_nucleotide_exchange_factor_12-like
Amil_Amillepora24332-RA	XP_044180799.1	XM_044324864.1	collagen_alpha-1(IV)_chain-like
Amil_Amillepora24334-RA	XP_029186225.1	XM_029330392.2	tubulin_beta-4B_chain
Amil_Amillepora24335-RA	XP_029186161.2	XM_029330328.2	peroxisome_biogenesis_factor_1-like_isoform_X1
